top-3 cells: nano (qwen2.5:0.5b, score 3.00), wesley (granite3.1-dense:2b, score 2.42), lfm (Liquid-LFM2.5-2.6B, score 2.41)
cells[gpu] round   1/100  10.1s  ops[nano:fire nano:fire wesley:link]  parse 3/3  warmth +0.180  eta 17m
cells[cpu] round   7/100  7.2s  ops[nano:dial nano:dial wesley:fire]  parse 21/21  warmth +0.236  eta 14m
cells[cpu] round   8/100  11.0s  ops[wesley:link lfm:fire lfm:fire]  parse 24/24  warmth +0.310  eta 14m
cells[cpu] round   9/100  7.2s  ops[nano:fire nano:dial wesley:fire]  parse 27/27  warmth -0.018  eta 14m
cells[cpu] round  10/100  9.5s  ops[wesley:link lfm:fire lfm:fire]  parse 30/30  warmth +0.120  eta 14m
cells[cpu] round  11/100  7.2s  ops[nano:dial nano:dial wesley:fire]  parse 33/33  warmth +0.152  eta 13m
cells[cpu] round  12/100  9.3s  ops[wesley:dial lfm:fire lfm:fire]  parse 36/36  warmth +0.239  eta 13m
cells[cpu] round  13/100  8.1s  ops[nano:fire nano:dial wesley:link]  parse 39/39  warmth -0.125  eta 13m
cells[cpu] round  14/100  11.1s  ops[wesley:link lfm:fire lfm:fire]  parse 42/42  warmth +0.039  eta 13m
cells[cpu] round  15/100  8.2s  ops[nano:dial nano:fire wesley:dial]  parse 45/45  warmth +0.092  eta 13m
cells[cpu] round  16/100  9.9s  ops[wesley:fire lfm:fire lfm:fire]  parse 48/48  warmth +0.256  eta 12m
cells[cpu] round  17/100  8.1s  ops[nano:dial nano:dial wesley:link]  parse 51/51  warmth -0.175  eta 12m
cells[cpu] round  18/100  11.5s  ops[wesley:link lfm:fire lfm:fire]  parse 54/54  warmth +0.002  eta 12m
cells[cpu] round  19/100  6.6s  ops[nano:dial nano:fire wesley:dial]  parse 57/57  warmth +0.064  eta 12m
cells[cpu] round  20/100  9.9s  ops[wesley:fire lfm:fire lfm:fire]  parse 60/60  warmth +0.235  eta 12m
cells[cpu] round  21/100  8.1s  ops[nano:dial nano:fire wesley:link]  parse 63/63  warmth -0.128  eta 12m
cells[cpu] round  22/100  9.5s  ops[wesley:dial lfm:fire lfm:fire]  parse 66/66  warmth +0.029  eta 12m
cells[cpu] round  23/100  7.8s  ops[nano:dial nano:dial wesley:fire]  parse 69/69  warmth +0.084  eta 12m
cells[cpu] round  24/100  11.3s  ops[wesley:link lfm:fire lfm:fire]  parse 72/72  warmth +0.196  eta 12m
cells[cpu] round  25/100  7.3s  ops[nano:fire nano:fire wesley:fire]  parse 75/75  warmth -0.041  eta 11m
cells[cpu] round  26/100  11.2s  ops[wesley:link lfm:fire lfm:fire]  parse 78/78  warmth +0.102  eta 11m
cells[cpu] round  27/100  8.2s  ops[nano:dial nano:dial wesley:dial]  parse 81/81  warmth +0.077  eta 11m
cells[cpu] round  28/100  10.0s  ops[wesley:fire lfm:fire lfm:fire]  parse 84/84  warmth +0.245  eta 11m
cells[cpu] round  29/100  8.1s  ops[nano:dial nano:fire wesley:link]  parse 87/87  warmth -0.121  eta 11m
cells[cpu] round  30/100  11.2s  ops[wesley:dial lfm:fire lfm:fire]  parse 90/90  warmth +0.034  eta 11m
cells[cpu] round  31/100  7.2s  ops[nano:dial nano:dial wesley:fire]  parse 93/93  warmth +0.088  eta 11m
cells[cpu] round  32/100  11.0s  ops[wesley:link lfm:fire lfm:fire]  parse 96/96  warmth +0.199  eta 11m
cells[cpu] round  33/100  7.2s  ops[nano:fire nano:fire wesley:fire]  parse 99/99  warmth -0.038  eta 10m
cells[cpu] round  34/100  10.8s  ops[wesley:link lfm:fire lfm:fire]  parse 102/102  warmth +0.104  eta 10m
cells[cpu] round  35/100  7.1s  ops[nano:dial nano:dial wesley:fire]  parse 105/105  warmth +0.141  eta 10m
cells[cpu] round  36/100  8.9s  ops[wesley:dial lfm:fire lfm:fire]  parse 108/108  warmth +0.230  eta 10m
cells[cpu] round  37/100  6.3s  ops[nano:dial nano:fire wesley:link]  parse 111/111  warmth -0.132  eta 9m
cells[cpu] round  38/100  9.2s  ops[wesley:dial lfm:fire lfm:fire]  parse 114/114  warmth +0.026  eta 9m
cells[cpu] round  39/100  7.1s  ops[nano:dial nano:dial wesley:fire]  parse 117/117  warmth +0.082  eta 9m
cells[cpu] round  40/100  10.8s  ops[wesley:link lfm:fire lfm:fire]  parse 120/120  warmth +0.194  eta 9m
cells[cpu] round  41/100  7.5s  ops[nano:fire nano:fire wesley:fire]  parse 123/123  warmth -0.042  eta 8m
cells[cpu] round  42/100  11.3s  ops[wesley:link lfm:fire lfm:fire]  parse 126/126  warmth +0.102  eta 8m
cells[cpu] round  43/100  8.7s  ops[nano:dial nano:fire wesley:dial]  parse 129/129  warmth +0.139  eta 8m
cells[cpu] round  44/100  10.4s  ops[wesley:fire lfm:fire lfm:fire]  parse 132/132  warmth +0.291  eta 8m
cells[cpu] round  45/100  8.5s  ops[nano:dial nano:fire wesley:link]  parse 135/135  warmth -0.086  eta 8m
cells[cpu] round  46/100  11.3s  ops[wesley:dial lfm:fire lfm:fire]  parse 138/138  warmth +0.060  eta 8m
cells[cpu] round  47/100  7.6s  ops[nano:dial nano:dial wesley:fire]  parse 141/141  warmth +0.108  eta 8m
cells[cpu] round  48/100  11.5s  ops[wesley:link lfm:fire lfm:fire]  parse 144/144  warmth +0.214  eta 8m
cells[cpu] round  49/100  7.7s  ops[nano:fire nano:fire wesley:fire]  parse 147/147  warmth -0.027  eta 8m
cells[cpu] round  50/100  11.6s  ops[wesley:link lfm:fire lfm:fire]  parse 150/150  warmth +0.112  eta 8m
cells[cpu] round  51/100  8.6s  ops[nano:dial nano:fire wesley:dial]  parse 153/153  warmth +0.147  eta 8m
cells[cpu] round  52/100  10.4s  ops[wesley:fire lfm:fire lfm:fire]  parse 156/156  warmth +0.298  eta 8m
cells[cpu] round  53/100  8.9s  ops[nano:dial nano:fire wesley:dial]  parse 159/159  warmth -0.089  eta 8m
cells[cpu] round  54/100  11.6s  ops[wesley:link lfm:fire lfm:fire]  parse 162/162  warmth +0.066  eta 7m
cells[cpu] round  55/100  8.7s  ops[nano:dial nano:fire wesley:dial]  parse 165/165  warmth +0.112  eta 7m
cells[cpu] round  56/100  10.4s  ops[wesley:fire lfm:fire lfm:fire]  parse 168/168  warmth +0.271  eta 7m
cells[cpu] round  57/100  6.6s  ops[nano:dial nano:fire wesley:link]  parse 171/171  warmth -0.101  eta 7m
cells[cpu] round  58/100  11.7s  ops[wesley:dial lfm:fire lfm:fire]  parse 174/174  warmth +0.049  eta 7m
cells[cpu] round  59/100  7.8s  ops[nano:dial nano:dial wesley:fire]  parse 177/177  warmth +0.099  eta 7m
cells[cpu] round  60/100  11.5s  ops[wesley:link lfm:fire lfm:fire]  parse 180/180  warmth +0.207  eta 6m
cells[cpu] round  61/100  7.7s  ops[nano:fire nano:fire wesley:fire]  parse 183/183  warmth -0.032  eta 6m
cells[cpu] round  62/100  11.8s  ops[wesley:link lfm:fire lfm:fire]  parse 186/186  warmth +0.109  eta 6m
cells[cpu] round  63/100  7.8s  ops[nano:dial nano:dial wesley:fire]  parse 189/189  warmth +0.144  eta 6m
cells[cpu] round  64/100  11.5s  ops[wesley:dial lfm:fire lfm:fire]  parse 192/192  warmth +0.233  eta 6m
cells[cpu] round  65/100  8.6s  ops[nano:fire nano:fire wesley:link]  parse 195/195  warmth -0.067  eta 6m
cells[cpu] round  66/100  10.5s  ops[wesley:fire lfm:fire lfm:fire]  parse 198/198  warmth +0.137  eta 5m
cells[cpu] round  67/100  7.8s  ops[nano:dial nano:dial wesley:fire]  parse 201/201  warmth +0.165  eta 5m
cells[cpu] round  68/100  11.8s  ops[wesley:link lfm:fire lfm:fire]  parse 204/204  warmth +0.257  eta 5m
cells[cpu] round  69/100  7.8s  ops[nano:fire nano:fire wesley:fire]  parse 207/207  warmth +0.005  eta 5m
cells[cpu] round  70/100  11.7s  ops[wesley:link lfm:fire lfm:fire]  parse 210/210  warmth +0.137  eta 5m
cells[cpu] round  71/100  7.4s  ops[nano:dial nano:dial wesley:fire]  parse 213/213  warmth +0.165  eta 5m
cells[cpu] round  72/100  9.2s  ops[wesley:dial lfm:fire lfm:fire]  parse 216/216  warmth +0.249  eta 4m
cells[cpu] round  73/100  8.0s  ops[nano:fire nano:dial wesley:link]  parse 219/219  warmth -0.118  eta 4m
cells[cpu] round  74/100  11.2s  ops[wesley:fire lfm:fire lfm:fire]  parse 222/222  warmth +0.099  eta 4m
cells[cpu] round  75/100  7.2s  ops[nano:dial nano:dial wesley:fire]  parse 225/225  warmth +0.137  eta 4m
cells[cpu] round  76/100  10.8s  ops[wesley:link lfm:fire lfm:fire]  parse 228/228  warmth +0.235  eta 4m
cells[cpu] round  77/100  7.4s  ops[nano:fire nano:fire wesley:fire]  parse 231/231  warmth -0.011  eta 4m
cells[cpu] round  78/100  11.2s  ops[wesley:link lfm:fire lfm:fire]  parse 234/234  warmth +0.125  eta 3m
cells[cpu] round  79/100  8.1s  ops[nano:dial nano:fire wesley:dial]  parse 237/237  warmth +0.156  eta 3m
cells[cpu] round  80/100  11.0s  ops[wesley:fire lfm:fire lfm:fire]  parse 240/240  warmth +0.304  eta 3m
cells[cpu] round  81/100  6.4s  ops[nano:dial nano:fire wesley:link]  parse 243/243  warmth -0.076  eta 3m
cells[cpu] round  82/100  9.6s  ops[wesley:dial lfm:fire lfm:fire]  parse 246/246  warmth +0.068  eta 3m
cells[cpu] round  83/100  7.1s  ops[nano:dial nano:dial wesley:fire]  parse 249/249  warmth +0.113  eta 3m
cells[cpu] round  84/100  10.8s  ops[wesley:link lfm:fire lfm:fire]  parse 252/252  warmth +0.218  eta 2m
cells[cpu] round  85/100  7.2s  ops[nano:fire nano:fire wesley:fire]  parse 255/255  warmth -0.024  eta 2m
cells[cpu] round  86/100  11.3s  ops[wesley:link lfm:fire lfm:fire]  parse 258/258  warmth +0.115  eta 2m
cells[cpu] round  87/100  8.2s  ops[nano:dial nano:fire wesley:dial]  parse 261/261  warmth +0.148  eta 2m
cells[cpu] round  88/100  9.8s  ops[wesley:fire lfm:fire lfm:fire]  parse 264/264  warmth +0.299  eta 2m
cells[cpu] round  89/100  8.2s  ops[nano:fire nano:fire wesley:link]  parse 267/267  warmth -0.018  eta 2m
cells[cpu] round  90/100  10.0s  ops[wesley:fire lfm:fire lfm:fire]  parse 270/270  warmth +0.174  eta 1m
cells[cpu] round  91/100  6.6s  ops[nano:dial nano:fire wesley:dial]  parse 273/273  warmth +0.193  eta 1m
cells[cpu] round  92/100  10.8s  ops[wesley:link lfm:fire lfm:fire]  parse 276/276  warmth +0.278  eta 1m
cells[cpu] round  93/100  7.1s  ops[nano:fire nano:fire wesley:fire]  parse 279/279  warmth +0.021  eta 1m
cells[cpu] round  94/100  11.0s  ops[wesley:link lfm:fire lfm:fire]  parse 282/282  warmth +0.148  eta 1m
cells[cpu] round  95/100  7.4s  ops[nano:dial nano:dial wesley:fire]  parse 285/285  warmth +0.174  eta 1m
cells[cpu] round  96/100  10.9s  ops[wesley:dial lfm:fire lfm:fire]  parse 288/288  warmth +0.255  eta 1m
cells[cpu] round  97/100  8.4s  ops[nano:fire nano:dial wesley:link]  parse 291/291  warmth -0.113  eta 0m
cells[cpu] round  98/100  9.2s  ops[wesley:link lfm:fire lfm:fire]  parse 294/294  warmth +0.048  eta 0m
cells[cpu] round  99/100  6.7s  ops[nano:dial nano:fire wesley:dial]  parse 297/297  warmth +0.098  eta 0m
cells[cpu] round 100/100  10.3s  ops[wesley:fire lfm:fire lfm:fire]  parse 300/300  warmth +0.261  eta 0m
cells[cpu] done: 100 rounds, 300 queries, parse 100.0%
